timestamp,producer,consumer,quantity
2022-01-01 00:00:00+00:00,P2,C1,0
2022-01-01 00:00:00+00:00,P3,C3,0
2022-01-01 00:00:00+00:00,P1,C3,0
2022-01-01 00:00:00+00:00,P2,C3,0
2022-01-01 00:00:00+00:00,P3,C2,0
2022-01-01 00:00:00+00:00,P3,C1,0
2022-01-01 00:00:00+00:00,P1,C1,0
2022-01-01 00:00:00+00:00,P2,C1,0
2022-01-01 00:00:00+00:00,P1,C2,0
2022-01-01 00:00:00+00:00,P2,C2,0
2022-01-01 01:00:00+00:00,P2,C1,0
2022-01-01 01:00:00+00:00,P3,C3,0
2022-01-01 01:00:00+00:00,P1,C3,0
2022-01-01 01:00:00+00:00,P2,C3,0
2022-01-01 01:00:00+00:00,P3,C2,0
2022-01-01 01:00:00+00:00,P3,C1,0
2022-01-01 01:00:00+00:00,P1,C1,0
2022-01-01 01:00:00+00:00,P2,C1,0
2022-01-01 01:00:00+00:00,P1,C2,0
2022-01-01 01:00:00+00:00,P2,C2,0
2022-01-01 02:00:00+00:00,P2,C1,0
2022-01-01 02:00:00+00:00,P3,C3,0
2022-01-01 02:00:00+00:00,P1,C3,0
2022-01-01 02:00:00+00:00,P2,C3,0
2022-01-01 02:00:00+00:00,P3,C2,0
2022-01-01 02:00:00+00:00,P3,C1,0
2022-01-01 02:00:00+00:00,P1,C1,0
2022-01-01 02:00:00+00:00,P2,C1,0
2022-01-01 02:00:00+00:00,P1,C2,0
2022-01-01 02:00:00+00:00,P2,C2,0
2022-01-01 03:00:00+00:00,P2,C1,0
2022-01-01 03:00:00+00:00,P3,C3,0
2022-01-01 03:00:00+00:00,P1,C3,0
2022-01-01 03:00:00+00:00,P2,C3,0
2022-01-01 03:00:00+00:00,P3,C2,0
2022-01-01 03:00:00+00:00,P3,C1,0
2022-01-01 03:00:00+00:00,P1,C1,0
2022-01-01 03:00:00+00:00,P2,C1,0
2022-01-01 03:00:00+00:00,P1,C2,0
2022-01-01 03:00:00+00:00,P2,C2,0
2022-01-01 04:00:00+00:00,P2,C1,0
2022-01-01 04:00:00+00:00,P3,C3,0
2022-01-01 04:00:00+00:00,P1,C3,0
2022-01-01 04:00:00+00:00,P2,C3,0
2022-01-01 04:00:00+00:00,P3,C2,0
2022-01-01 04:00:00+00:00,P3,C1,0
2022-01-01 04:00:00+00:00,P1,C1,0
2022-01-01 04:00:00+00:00,P2,C1,0
2022-01-01 04:00:00+00:00,P1,C2,0
2022-01-01 04:00:00+00:00,P2,C2,0
2022-01-01 05:00:00+00:00,P2,C1,0
2022-01-01 05:00:00+00:00,P3,C3,0
2022-01-01 05:00:00+00:00,P1,C3,0
2022-01-01 05:00:00+00:00,P2,C3,0
2022-01-01 05:00:00+00:00,P3,C2,0
2022-01-01 05:00:00+00:00,P3,C1,0
2022-01-01 05:00:00+00:00,P1,C1,0
2022-01-01 05:00:00+00:00,P2,C1,0
2022-01-01 05:00:00+00:00,P1,C2,0
2022-01-01 05:00:00+00:00,P2,C2,0
2022-01-01 06:00:00+00:00,P2,C1,0
2022-01-01 06:00:00+00:00,P3,C3,0
2022-01-01 06:00:00+00:00,P1,C3,0
2022-01-01 06:00:00+00:00,P2,C3,0
2022-01-01 06:00:00+00:00,P3,C2,0
2022-01-01 06:00:00+00:00,P3,C1,0
2022-01-01 06:00:00+00:00,P1,C1,0
2022-01-01 06:00:00+00:00,P2,C1,0
2022-01-01 06:00:00+00:00,P1,C2,0
2022-01-01 06:00:00+00:00,P2,C2,0
2022-01-01 07:00:00+00:00,P2,C1,0
2022-01-01 07:00:00+00:00,P3,C3,0
2022-01-01 07:00:00+00:00,P1,C3,0
2022-01-01 07:00:00+00:00,P2,C3,0
2022-01-01 07:00:00+00:00,P3,C2,0
2022-01-01 07:00:00+00:00,P3,C1,0
2022-01-01 07:00:00+00:00,P1,C1,0
2022-01-01 07:00:00+00:00,P2,C1,0
2022-01-01 07:00:00+00:00,P1,C2,0
2022-01-01 07:00:00+00:00,P2,C2,0
2022-01-01 08:00:00+00:00,P2,C1,1353
2022-01-01 08:00:00+00:00,P3,C3,0
2022-01-01 08:00:00+00:00,P1,C3,0
2022-01-01 08:00:00+00:00,P2,C3,0
2022-01-01 08:00:00+00:00,P3,C2,475
2022-01-01 08:00:00+00:00,P3,C1,7824
2022-01-01 08:00:00+00:00,P1,C1,0
2022-01-01 08:00:00+00:00,P2,C1,0
2022-01-01 08:00:00+00:00,P1,C2,2278
2022-01-01 08:00:00+00:00,P2,C2,0
2022-01-01 09:00:00+00:00,P2,C1,2903
2022-01-01 09:00:00+00:00,P3,C3,0
2022-01-01 09:00:00+00:00,P1,C3,0
2022-01-01 09:00:00+00:00,P2,C3,0
2022-01-01 09:00:00+00:00,P3,C2,7700
2022-01-01 09:00:00+00:00,P3,C1,2337
2022-01-01 09:00:00+00:00,P1,C1,0
2022-01-01 09:00:00+00:00,P2,C1,0
2022-01-01 09:00:00+00:00,P1,C2,2944
2022-01-01 09:00:00+00:00,P2,C2,0
2022-01-01 10:00:00+00:00,P2,C1,30698
2022-01-01 10:00:00+00:00,P3,C3,18681
2022-01-01 10:00:00+00:00,P1,C3,15681
2022-01-01 10:00:00+00:00,P2,C3,0
2022-01-01 10:00:00+00:00,P3,C2,0
2022-01-01 10:00:00+00:00,P3,C1,0
2022-01-01 10:00:00+00:00,P1,C1,0
2022-01-01 10:00:00+00:00,P2,C1,0
2022-01-01 10:00:00+00:00,P1,C2,6529
2022-01-01 10:00:00+00:00,P2,C2,0
2022-01-01 11:00:00+00:00,P2,C1,24439
2022-01-01 11:00:00+00:00,P3,C3,33666
2022-01-01 11:00:00+00:00,P1,C3,0
2022-01-01 11:00:00+00:00,P2,C3,0
2022-01-01 11:00:00+00:00,P3,C2,15187
2022-01-01 11:00:00+00:00,P3,C1,28757
2022-01-01 11:00:00+00:00,P1,C1,0
2022-01-01 11:00:00+00:00,P2,C1,0
2022-01-01 11:00:00+00:00,P1,C2,23068
2022-01-01 11:00:00+00:00,P2,C2,0
2022-01-01 12:00:00+00:00,P2,C1,14342
2022-01-01 12:00:00+00:00,P3,C3,12581
2022-01-01 12:00:00+00:00,P1,C3,0
2022-01-01 12:00:00+00:00,P2,C3,0
2022-01-01 12:00:00+00:00,P3,C2,3463
2022-01-01 12:00:00+00:00,P3,C1,12417
2022-01-01 12:00:00+00:00,P1,C1,0
2022-01-01 12:00:00+00:00,P2,C1,0
2022-01-01 12:00:00+00:00,P1,C2,9266
2022-01-01 12:00:00+00:00,P2,C2,0
2022-01-01 13:00:00+00:00,P2,C1,62273
2022-01-01 13:00:00+00:00,P3,C3,18950
2022-01-01 13:00:00+00:00,P1,C3,30183
2022-01-01 13:00:00+00:00,P2,C3,0
2022-01-01 13:00:00+00:00,P3,C2,0
2022-01-01 13:00:00+00:00,P3,C1,0
2022-01-01 13:00:00+00:00,P1,C1,0
2022-01-01 13:00:00+00:00,P2,C1,0
2022-01-01 13:00:00+00:00,P1,C2,3427
2022-01-01 13:00:00+00:00,P2,C2,0
2022-01-01 14:00:00+00:00,P2,C1,30073
2022-01-01 14:00:00+00:00,P3,C3,79328
2022-01-01 14:00:00+00:00,P1,C3,0
2022-01-01 14:00:00+00:00,P2,C3,0
2022-01-01 14:00:00+00:00,P3,C2,0
2022-01-01 14:00:00+00:00,P3,C1,12388
2022-01-01 14:00:00+00:00,P1,C1,7510
2022-01-01 14:00:00+00:00,P2,C1,0
2022-01-01 14:00:00+00:00,P1,C2,20615
2022-01-01 14:00:00+00:00,P2,C2,0
